,Unnamed: 0,Nombre,Página Web,Email,Entidad,Municipio,Enlace SIC,Descripción
10,10,Casa y Estudio de Luis Barragán,http://www.casaluisbarragan.org,casabarragan@prodigy.net.mx,Ciudad de México,Miguel Hidalgo,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=25,"Construida en 1948, la casa y estudio del arquitecto Luis Barragán en los suburbios de la Ciudad de México, es un ejemplo sobresaliente de la capacidad creativa del arquitecto en el período posterior a la Segunda Guerra Mundial. El edificio de hormigón, con un total de 1161 m2, consta de una planta baja y dos pisos superiores, así como un pequeño jardín privado. La obra de Barragán integra corrientes artísticas modernas, tradicionales y vernáculas en una nueva síntesis que ha ejercido una influencia considerable, especialmente en el diseño contemporáneo de jardines, plazas y paisajes."
11,11,Villa Protectora de San Miguel el Grande y el Santuario de Jesús Nazareno de Atotonilco,http://www.patrimonio-mexico.inah.gob.mx/index.php,,Guanajuato,San Miguel de Allende,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=34,"En el siglo XVI y para proteger la Ruta Real de carreteras hacia el interior se estableció esta ciudad fortificada, llegó a su apogeo en el siglo XVIII, época en que fueron construidos en el estilo barroco mexicano muchos de sus destacados edificios cívicos y religiosos. Algunos de estos edificios son obras maestras de este estilo que se desarrolló en la transición del barroco al neoclásico. Situado a 14 km de la ciudad, el Santuario de Jesús de Nazareno de Atotonilco, que también data del siglo XVIII, es uno de los mejores ejemplos de arte barroco y la arquitectura en la Nueva España. Se compone de una gran iglesia y varias capillas pequeñas, decoradas con pinturas al óleo de Rodríguez Juárez y pinturas murales de Miguel Antonio Martínez de Pocasangre. Debido a su ubicación, San Miguel de Allende actuó como un crisol donde los españoles, los criollos y los amerindios intercambiaron influencias culturales, mientras que el Santuario de Jesús Nazareno de Atotonilco constituye un ejemplo excepcional de los intercambios entre Europa y las culturas de América Latina. San Miguel de Allende es un ejemplo temprano de un desarrollo territorial y urbano racional en América, relacionado con la protección de uno de los principales caminos españoles del interior. El pueblo floreció en el siglo XVIII con la construcción de una importante arquitectura civil y religiosa que muestra la evolución de diferentes tendencias y estilos, del Barroco al Neogótico tardío del siglo XIX. Las mansiones urbanas son excepcionalmente grandes y ricas para un pueblo medio latinoamericano y constituyen un ejemplo de la transición del Barroco al Neo-clásico. El Santuario de Atotonilco es un complejo arquitectónico notable que ilustra una respuesta específica, inspirada por la doctrina de San Ignacio de Loyola. Su decoración interior, especialmente la pintura mural, hace del Santuario una obra maestra del Barroco mexicano. Tanto el pueblo como el Santuario, íntimamente vinculados, jugaron un papel significativo en el proceso de la independencia mexicana, con impacto a lo largo de América Latina. San Miguel de Allende constituye un ejemplo excepcional del intercambio de valores humanos; debido a su ubicación y funciones, la villa actuó como un crisol dónde españoles, criollos y amerindios intercambiaron influencias culturales, algo que se refleja en el patrimonio tangible e intangible. El Santuario de Jesús Nazareno de Atotonilco constituye un ejemplo excepcional del intercambio entre la cultura europea y latinoamericana; la disposición arquitectónica y la decoración interior testifican la interpretación y adaptación de la doctrina de San Ignacio de Loyola a este contexto regional específico. San Miguel de Allende es un ejemplo excepcional de la integración de diferentes tendencias arquitectónicas y estilos con base en la traza urbana del siglo XVI. La arquitectura religiosa y civil muestra la evolución de diferentes estilos, bien integrada en un paisaje urbano homogéneo. Las mansiones urbanas son excepcionalmente grandes y ricas para un pueblo medio latinoamericano. El Santuario de Atotonilco es un ejemplo excepcional de un asentamiento religioso específico, que contiene una decoración excepcional que lo convierte en una obra maestra del Barroco mexicano. Las condiciones requeridas de integridad y autenticidad se cumplen; tanto el pueblo como el Santuario ha estado sujetos a pocas alteraciones significantes en el tiempo, los cambios urbanos se han adaptado a las características y escala de la villa, y los trabajos de la restauración se han llevado a cabo según los principios teóricos y técnicos apropiados."
12,12,Camino Real de Tierra Adentro,http://www.patrimonio-mexico.inah.gob.mx/,,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=36,"El Camino Real de Tierra Adentro, también conocido por el nombre de Camino de la Plata, comprende cinco sitios ya inscritos en la Lista del Patrimonio Mundial y otros 55 sitios más situados a lo largo de 1.400 de los 2.600 km de esta larga ruta que parte del norte de México y llega hasta Texas y Nuevo México, en los Estados Unidos. Utilizado entre los siglos XVI y XIX, este camino servía para transportar la plata extraída de las minas de Guanajuato, Zacatecas, y San Luis Potosí, así como el mercurio importado de Europa. Aunque su origen y utilización están vinculados a la minería, el Camino Real de Tierra Adentro propició también el establecimiento de vínculos sociales, culturales y religiosos entre la cultura hispánica y las culturas amerindias. El Camino Real de Tierra Adentro constituye una parte del Camino Real Intercontinental español de la Ciudad de México a Santa Fe. El bien está conformado por cinco ciudades Patrimonio Mundial y otros 55 sitios relacionados con el uso del camino, tales como puentes, ex-haciendas, pueblos y centros históricos, un cementerio, ex-conventos, una sierra, tramos del camino, una mina, templos y capillas y cuevas en un tramo de camino de 1,400 km que incluyen en el país a la Ciudad de México, estado de México, Hidalgo, Querétaro, Guanajuato, Jalisco, Aguascalientes, Zacatecas, San Luis Potosí, Durango y Chihuahua. El Camino fue un fenómeno extraordinario como canal de comunicación. La plata fue la fuerza motriz que generó la riqueza y el compromiso del Gobierno español y la voluntad de colonos para 'abrir' el territorio del norte para la minería, para establecer las poblaciones necesarias para los trabajadores y construir fuertes, haciendas y templos. El resultado de este proceso altamente provechoso fue el desarrollo de las minas y la construcción de caminos y puentes, el establecimiento de poblaciones multiétnicas, con complejos edificios que reflejan una fusión de decoración española y local, una revolución agrícola en el campo centrada en grandes complejos de haciendas con templos, y el movimiento de personas a lo largo del camino, facilitado inicialmente en gran medida por los asentamientos de arrieros, todo lo cual condujo al desarrollo de una cultura distintiva a lo largo del itinerario. Finalmente, la riqueza de la plata condujo al desarrollo masivo económico de España y otras partes de Europa y a un período de gran inflación económica. El impacto del camino fue enorme en términos de tensiones sociales así como la final integración social entre mucha gente que se relacionó con el desarrollo económico. Las estructuras del bien reflejan algunos aspectos de este intercambio de ideas y gente a lo largo del tramo sur del camino. El Camino Real de Tierra Adentro se convirtió en una de las rutas más importantes que unieron a la Corona española con sus dominios norteños en América. A lo largo de la parte del sur del itinerario se ubica una colección de sitios relacionados con el trabajo en las minas y haciendas, comercio mercantil, militar, evangelización y la estructura administrativa diseñada para controlar el inmenso territorio metropolitano español, adaptado al ambiente local, materiales y prácticas técnicas que reflejan un intercambio notable de ideas culturales y religiosas. Un conjunto de sitios a lo largo de la parte del sur del Camino Real de Tierra Adentro, incluyendo ejemplos de edificios, conjuntos arquitectónicos y tecnológicos, ilustran una fase significativa en la historia humana - la explotación colonial española de plata y la transformación de paisajes rurales y urbanos asociados. Las partes componentes de la nominación serial ilustran la variedad y diversidad de funciones y componentes físicos que reflejan el impacto del Camino Real de Tierra Adentro. Algunas de las partes son vulnerables por el desarrollo inadecuadamente controlado, particularmente de nuevos caminos, la alteración del entorno paisajístico y el abandono físico del tejido. La manera específica en que los componentes individuales reflejan el impacto global del camino necesitan ser establecidos más claramente para que sus contribuciones individuales puedan reflejarse bien y puedan entenderse, particularmente en el caso de bienes Patrimonio Mundial ya existentes."
13,13,Ciudad Histórica de Guanajuato y sus Minas Adyacentes,http://www.patrimonio-mexico.inah.gob.mx/,,Guanajuato,Guanajuato,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=1,"Fundada por los españoles en los comienzos de siglo 16, Guanajuato se convirtió en líder mundial en la extracción de plata en el siglo 18. Ese pasado se puede apreciar en su calles subterráneas y en la Boca del Infierno, una boca mina que se sumerge por unos impresionantes 600 mts. Los hermosos edificios barrocos y neoclásicos de la ciudad, consecuencia de la prosperidad de las minas, han influido a la arquitectura en todo el centro de México. Las iglesias de La Compañía y La Valenciana se consideran entre los más bellos ejemplos de arquitectura barroca en América Central y del Sur. Guanajuato fue también testigo de acontecimientos que cambiaron la historia del país."
14,14,Hospicio Cabañas,http://www.patrimonio-mexico.inah.gob.mx/pamu_new/htme/navegacion.html,,Jalisco,Guadalajara,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=2,"El Hospicio Cabañas fue construido a principios del siglo 19 para la atención y refugio de los menos favorecidos - huérfanos, ancianos, discapacitados y enfermos crónicos. Este notable complejo, que incorpora varias características especiales fue diseñado específicamente para satisfacer las necesidades de sus ocupantes, fue único en su época. También es notable por la relación armoniosa entre sus espacios abiertos y edificados, la sencillez de su diseño, y su tamaño. A principios del siglo 20, la capilla fue decorada con una magnífica serie de murales, considerados ahora como algunas de las obras maestras del arte mexicano. Dichos murales son obra de José Clemente Orozco, uno de los más grandes muralistas mexicanos de la época."
15,15,Paisaje Agavero y las Antiguas Instalaciones Industriales,,,Jalisco,Tequila,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=26,"El sitio de 34,658 hectáreas, entre las faldas del Volcán de Tequila y el profundo valle del Río Grande, es parte de un amplio paisaje de agave azul dibujado por los cultivos de la planta utilizada desde el siglo 16 para producir tequila, y de por lo menos 2,000 años haciendo bebidas fermentadas y tela. En medio del paisaje trabajan destilerías que reflejan el crecimiento en el consumo internacional del tequila en los siglos 19 y 20. Hoy, la cultura del agave se considera parte de la identidad nacional. La zona encierra una forma de vida, un paisaje de trabajo de campos de agave azul y los asentamientos urbanos de Tequila, Arenal, Amatitán con grandes destilerías donde la piña del agave es fermentada y destilada. La propiedad también es un testimonio de la cultura nahuatlaca, en el municipio de Teuchitlán, que forjó la zona de Tequila entre 200-900, en particular mediante la creación de terrazas para la agricultura, viviendas, templos, montículos ceremoniales y campos de pelota."
16,16,Acueducto del Padre Tembleque,http://whc.unesco.org/en/list/1463,,México,Otumba,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=38,"El acueducto del padre Tembleque es la obra de ingeniería hidráulica más importante levantada durante el siglo XVI en el continente americano. Conformada por 4 arquerías, de las cuales la más conocida se encuentra sobre el río Papalote en la población de Santiago Tepeyahualco; la Arquería Mayor nombre correcto para referirse a esta sección del acueducto. Se encuentra ubicado entre los estados de Hidalgo y Estado de México. En los municipios de Zempoala, Nopaltepec y Otumba en el Estado de México y el Municipio de Zempoala en el Estado de Hidalgo. La obra tiene una longitud total de 48 kilómetros, 38 desde su origen en los manantiales de las faldas del volcán de Tecajete hasta Otumba, y una bifurcación de 10 kilómetros que surtía agua a las poblaciones de Zacuala y Zempoala.
El Acueducto fue seleccionado para formar parte del Patrimonio de la Humanidad de México, por ser la obra hidráulica más importante del virreinato.
La obra fue planeada y dirigida por un fraile franciscano conocido como fray Francisco de Tembleque, de la provincia de Toledo, España, quien llegó a la Nueva España probablemente a finales de la tercer década del siglo XVI a la población de Otumba hoy Estado de México, donde motivado por la escasez de agua en la región y por el acaparamiento de la poca que existía por parte de los colonos españoles decide llevar agua potable para el consumo de los indígenas no solo de aquella población, sino a varias poblaciones que se encontraban en el trayecto de la obra."
17,17,Ciudad Prehispánica de Teotihuacán,http://www.patrimonio-mexico.inah.gob.mx/,,México,Teotihuacán,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=17,"Teotihuacán y su valle constituyen el único testimonio de las estructuras pre-urbanas del México antiguo. La ocupación humana del valle de Teotihuacán empezó antes de la era cristiana, pero fue sólo entre los siglos I y VII d.C. que el asentamiento se desarrolló en una de las ciudades antiguas más grandes de América, con por lo menos 25,000 habitantes. La traza urbana de la ciudad integró los elementos naturales del Valle de Teotihuacán, como el río San Juan cuyo curso fue alterado para cruzar la Calzada de los Muertos. Este eje de referencia principal orientado norte-sur de la ciudad está alineado con los edificios y complejos monumentales, desde el cual destacan las Pirámides del Sol y la Luna, así como el Gran Recinto con el Templo de Quetzalcóatl (también conocido como el Templo de la Serpiente Emplumada). Una de las características de la arquitectura civil y religiosa de la ciudad es el ""talud-tablero"" que se volvió una peculiaridad de esta cultura. Además, un número considerable de edificios se decoró con pintura mural dónde se materializaron elementos de la cosmovisión y el entorno de ese tiempo. La ciudad es considerada un modelo de urbanización y planificación a gran escala que tuvo mucha influencia en las concepciones de las culturas contemporáneas y subsecuentes. En el auge de su desarrollo, la ciudad se extendió más de 36 km2 fuera del centro ceremonial que, a pesar de su imponente tamaño, representa sólo 10% de la superficie total. Excavaciones han revelado palacios y barrios residenciales de gran interés, por ejemplo, La Ventilla, Tetitla, Zacuala, y Yayahuala al oeste, y Xala y Tepantitla al este. La ciudad fue arrasada por el fuego y seguidamente abandonada durante el siglo VII. El conjunto ceremonial de Teotihuacán representa un logro artístico único tanto por el tamaño enorme de los monumentos (la Pirámide del Sol, construida en una terraza de 350 m², mide 225 x 222 metros en la base, y 75 metros de alto, para dar un volumen total de 1 millón de m³) como por la exactitud de un diseño basado en la armonía cósmica. El arte de los Teotihuacanos fue el más desarrollado entre las civilizaciones clásicas de México. Aquí se expresa en sus aspectos sucesivos y complementarios: la geometría seca y obsesiva de las pirámides del Sol y la Luna contrasta con la escultura y la decoración pintada de una riqueza excepcional de la Pirámide de Quetzalcóatl, la Serpiente Emplumada. La influencia de la primera de las grandes civilizaciones de Mesoamérica se ejerció sobre las civilizaciones clásicas de toda de la región central de México, en Yucatán, y tan lejos como Guatemala (el sitio de Kaminaljuyu) durante el período Teotihuacán III. Mucho más grande que la estrecha zona del centro ceremonial, el sitio arqueológico de Teotihuacán corresponde a una ciudad de por lo menos 25,000 habitantes. Teotihuacán y su valle representan el único testimonio de las estructuras pre-urbanas del México antiguo. Alineados con la inmensa Calzada de los Muertos, el conjunto único de monumentos sagrados y lugares de culto en Teotihuacán (las Pirámides del Sol, la Luna y Quetzalcóatl y los Palacios de Quetzalmariposa, los Jaguares, de Yayahuala y otros) constituyen un ejemplo excepcional de un centro ceremonial precolombino. Después de la destrucción y abandono de la ciudad hacia 650 d.C., las ruinas se imbuyeron de la leyenda. El nombre azteca de Teotihuacán significa ""el lugar dónde se crearon los dioses"". Según las escrituras del siglo XVI, los sacrificios practicados por Moctezuma cada veinte días en el sitio atestiguan la persistencia de creencias, que hicieron de Teotihuacán un sagrado lugar de valor excepcional. La Ciudad Prehispánica de Teotihuacán preserva totalmente su monumentalidad, traza urbana y riqueza artística, así como la relación de las estructuras arquitectónicas con el ambiente natural, incluyendo su entorno en el paisaje. Esto se debe al mantenimiento, conservación y protección permanente que el sitio ha recibido. Sin embargo, factores naturales como la lluvia, viento y radiación solar constantemente afectan el sitio y sus elementos, y se considera que son la amenaza más importante. No todos los intentos de conservación en el pasado fueron exitosos y algunos elementos del sitio fueron negativamente afectados por el uso de materiales inadecuados (por ejemplo concreto y polímeros). Esto resalta la necesidad de lineamientos de conservación para las intervenciones, según lo requirió el Comité de Patrimonio Mundial en su 36 sesión (2012), así como para los planes de conservación preventiva y monitoreo del sitio. Una amenaza más seria es la presión de desarrollo alrededor del sitio que constantemente está a la alza. Localizado 48 km al noreste de la Ciudad de México, Teotihuacán es uno los sitios arqueológicos con la historia más larga de exploración en México. La primera fecha de los estudios es de 1864, y las primeras excavaciones de 1884. Ciertos monumentos se restauraron de 1905 a 1910, como la Pirámide del Sol en donde su descubridor Leopoldo Batres arbitrariamente reconstituyó una quinta grada. Desde 1962, la investigación arqueológica ha sido coordinada por el Instituto Nacional de Antropología e Historia (INAH), qué mientras alienta los descubrimientos espectaculares (Palacio de Quetzalmariposa, la cueva bajo la Pirámide del Sol), ha instigado una política más rigurosa acerca de la identificación y vigilancia de excavaciones en el contorno inmediato de la zona ceremonial. Mientras que algunos trabajos de reconstrucción más tempranos de los primeros años del siglo pasado son cuestionables en las condiciones contemporáneas, puede considerarse que tienen una historicidad propia ahora. En general puede decirse que la condición de autenticidad de las expresiones de los Valores Universales Excepcionales de Teotihuacán que puede encontrarse en su diseño urbano, monumentos y arte han sido en conservadas hasta hoy."
18,18,Reserva de Biosfera de la Mariposa Monarca,http://www.patrimonio-mexico.inah.gob.mx/,,Michoacán de Ocampo,Angangueo,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=33,"Esta reserva de biósfera de 56,259 ha, se ubica en las montañas escarpadas y boscosas en la parte este del estado de Michoacán y parte del oeste del Estado de México en la zona central de México, a unos 100 km al noroeste de la Ciudad de Mexico. Cada otoño, millones, quizás billones de mariposas de amplias zonas de América del Norte regresan a este sitio y se agrupan en pequeñas zonas de la reserva forestal, coloreando de naranja sus árboles, y literalmente doblando sus ramas debido al enorme peso de tantas mariposas. En la primavera, estas mariposas comienzan una migración de ocho meses que las lleva a lo largo de todo el camino al este de Canadá y de regreso, tiempo durante el cual cuatro sucesivas generaciones nacen y mueren. Cómo encuentran su camino de regreso a hibernar a este sitio sigue siendo un misterio."
19,19,Centro Histórico de Morelia,http://www.patrimonio-mexico.inah.gob.mx/,,Michoacán de Ocampo,Morelia,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=3,"Construida en el siglo 16, Morelia es un ejemplo de planificación urbana que combina las ideas del Renacimiento español con la experiencia de Mesoamérica. Sus calles bien adaptadas a la falda de la colina, siguen el diseño original. Más de 200 edificios históricos, todos en la característica piedra de color rosa de la región , reflejan la historia de la arquitectura de la ciudad, revelando una magistral y ecléctica mezcla de espíritu medieval con elementos renacentistas, barrocos y neoclásicos. Morelia fue el lugar de nacimiento de varias personalidades importantes de la independencia de México, y ha desempeñado un papel importante en la historia del país."
20,20,"Monasterios del siglo XVI en las faldas del Volcán Popocatépetl (Morelos, Puebla y Tlaxcala)",http://www.gobiernodigital.inah.gob.mx/mener/archivos/Sitios_patrimonio_mundial_2010.pdf,,Morelos,Cuernavaca,http://sic.gob.mx/ficha.php?table=patrimonio_humanidad&table_id=4,"Estos 14 monasterios se erigen en las laderas del volcán Popocatepetl, al sudeste de la ciudad de México. Se encuentran en excelente estado de conservación y son buenos ejemplos del estilo arquitectónico adoptado por los primeros misioneros -franciscanos, dominicos y agustinos quienes convirtieron a las poblaciones indígenas al cristianismo en los inicios del siglo XVI. También son ejemplo de un nuevo concepto arquitectónico en el que los espacios abiertos tienen una mayor importancia. La influencia de este estilo se hace sentir en todo el territorio mexicano, e incluso más allá de sus fronteras.

Los monasterios que pertenecen al estado de Morelos son: Convento de San Mateo Apostol en Atlatlahucan; Ex convento de la Asunción en Cuernavaca (actual Catedral de Cuernavaca); Convento de Santo Domingo de Guzmán en Hueyapan; Convento de Santiago Apostol en Ocuituco; Convento de Santo Domingo en Oaxtepec; Convento de la Natividad o de la Anunciación en Tepoztlán; Convento de Santo Domingo de Guzmán en Tetela del Volcán; Convento de San Juan Bautista en Tlayacapan; Convento de San Guillermo en Totolapan; Convento de San Juan Bautista en Yecapixtla; Convento de la Inmaculada Concepción en Zacualpan de Amilpas. En Puebla se encuentran el Convento de San Francisco de Asís en San Andrés Calpan; Convento de San Miguel Arcángel en Huejotzingo, el Convento de la Asunción de Nuestra Señora en Tochimilco; y a partir de 2021 se suma a este nombramiento, el Conjunto Conventual Franciscano y Catedralicio de Nuestra Señora de la Asunción de Tlaxcala."
